ID_REF, IDENTIFIER, GSM21832, GSM19135, GSM9514, GSM42864
NPBWR2, NPBWR2, 26.300, 3.700, 2.200, 14.300
WFDC1, WFDC1, 17.000, 91.100, 8.500, 20.200
MTL5, MTL5, 219.100, 7.100, 41.000, 35.500
AA401963, AA401963, 1020.800, 128.700, 171.100, 619.100
COMMD9, COMMD9, 527.600, 75.100, 193.100, 518.000
LOC440895, LOC440895, 77.200, 37.800, 26.100, 196.000
INADL, INADL, 2.500, 21.000, 3.000, 17.400
GPX1, GPX1, 6399.800, 434.400, 2609.100, 6782.600
PSG11, PSG11, 28.200, 37.600, 6.800, 58.300
AK024615, AK024615, 17.100, 18.700, 17.200, 15.500
SLC39A1, SLC39A1, 90.100, 99.100, 180.400, 503.300
SNAPC3, SNAPC3, 124.600, 28.500, 22.800, 82.500
GNA12, GNA12, 263.000, 42.300, 103.100, 281.200
AK021836, AK021836, 152.800, 61.800, 40.500, 316.900
LIMK1, LIMK1, 173.600, 22.800, 35.200, 120.700
MECR, MECR, 8.000, 39.200, 121.000, 198.800
CDC42EP1, CDC42EP1, 168.200, 55.500, 316.400, 986.900
KIAA0101, KIAA0101, 237.300, 45.300, 151.700, 369.500
B4GALT5, B4GALT5, 2954.200, 130.500, 290.900, 1917.600
PIGC, PIGC, 352.000, 47.200, 205.400, 435.700
LRAT, LRAT, 13.100, 7.700, 10.000, 29.500
PMCHL1, PMCHL1, 10.900, 2.400, 1.700, 6.900
MMP19, MMP19, 13.700, 18.900, 6.200, 4.900
IL18R1, IL18R1, 487.900, 15.200, 3.300, 7.900
NM_021651, NM_021651, 103.800, 18.600, 4.700, 36.000
VNN2, VNN2, 23440.600, 19.800, 1.600, 5.200
AKAP11, AKAP11, 149.100, 45.300, 42.000, 239.100
BCL10, BCL10, 1781.300, 235.300, 170.600, 996.900
GLB1, GLB1, 2002.300, 232.400, 518.700, 1310.600
DTX3, DTX3, 47.200, 13.100, 46.600, 30.700
ACCN3, ACCN3, 79.700, 34.700, 37.200, 92.600
FLJ20712, FLJ20712, 12.100, 1.300, 2.100, 6.800
MOCS2, MOCS2, 37.900, 47.500, 150.100, 372.500
AK023690, AK023690, 9.100, 2.700, 4.300, 7.700
HCRT, HCRT, 117.700, 21.700, 39.200, 66.300
CYBRD1, CYBRD1, 121.700, 324.800, 28.300, 40.600
REG3A, REG3A, 125.300, 4754.200, 47.100, 62.600
SULT2B1, SULT2B1, 116.700, 98.900, 51.400, 121.300
SEPT6, SEPT6, 259.100, 53.900, 32.500, 359.800
AW025579, AW025579, 10.600, 17.600, 43.800, 79.400
MMP10, MMP10, 83.500, 0.900, 4.500, 216.600
CDA, CDA, 1959.600, 153.400, 4.000, 14.900
ME1, ME1, 22.700, 11.300, 7.800, 74.300
TCN2, TCN2, 441.300, 225.400, 66.100, 1071.600
MGRN1, MGRN1, 1045.700, 232.200, 172.800, 1149.300
ZFY, ZFY, 38.400, 11.300, 15.400, 51.300
AL050131, AL050131, 102.900, 20.400, 37.100, 22.100
CHRNG, CHRNG, 30.000, 28.700, 24.100, 141.500
IVL, IVL, 207.700, 38.000, 52.500, 110.600
PLEKHA6, PLEKHA6, 26.700, 25.200, 4.600, 174.300
C8orf33, C8orf33, 114.100, 69.800, 162.500, 271.600
CYFIP2, CYFIP2, 438.100, 60.600, 25.900, 108.300
TEX11, TEX11, 14.400, 2.700, 7.200, 7.600
CKM, CKM, 28.100, 5.800, 7.000, 22.900
MAP3K11, MAP3K11, 1787.800, 298.400, 216.300, 2733.500
CEBPE, CEBPE, 194.100, 24.300, 19.000, 91.900
ACOT8, ACOT8, 340.700, 111.100, 193.500, 244.100
ESR2, ESR2, 90.200, 3.000, 13.500, 27.100
OLIG2, OLIG2, 81.600, 9.000, 10.600, 40.200
AGTR2, AGTR2, 108.300, 63.600, 31.100, 97.900
ZNF280A, ZNF280A, 369.300, 39.800, 36.700, 109.800
DNAI2, DNAI2, 149.900, 4.100, 5.100, 44.800
CG030, CG030, 144.000, 1.500, 29.200, 13.700
EPM2AIP1, EPM2AIP1, 338.200, 119.900, 117.800, 780.400
C14orf106, C14orf106, 112.100, 2.900, 28.500, 63.400
PZP, PZP, 171.200, 66.400, 42.700, 164.000
LOC729162, LOC729162, 224.000, 63.100, 113.100, 268.600
RPS9, RPS9, 4340.800, 1405.400, 3749.700, 13825.600
SIVA1, SIVA1, 394.900, 75.300, 109.600, 390.300
HEATR2, HEATR2, 401.100, 171.100, 470.500, 1755.700
CD3E, CD3E, 300.500, 175.200, 77.400, 131.200
APRT, APRT, 666.200, 157.600, 580.100, 1536.100
C7orf64, C7orf64, 191.500, 29.200, 56.000, 162.000
AW973253, AW973253, 197.400, 52.000, 12.200, 198.200
AMIGO2, AMIGO2, 115.000, 30.000, 84.600, 1507.300
TRIM36, TRIM36, 63.500, 55.900, 21.800, 9.200
RALBP1, RALBP1, 1675.200, 137.900, 220.000, 2289.200
AB051442, AB051442, 6.900, 1.200, 1.900, 5.500
EVPL, EVPL, 23.100, 13.300, 11.300, 44.200
ITIH4, ITIH4, 208.100, 29.400, 50.400, 75.300
RUFY2, RUFY2, 642.100, 41.300, 12.600, 336.300
ADARB2, ADARB2, 19.500, 19.000, 12.800, 35.200
GATC, GATC, 42.200, 18.200, 95.700, 142.100
PIM2, PIM2, 775.600, 99.100, 54.100, 189.100
GJA5, GJA5, 13.000, 15.600, 38.200, 24.200
SLC17A5, SLC17A5, 220.600, 175.200, 106.000, 400.300
PIPOX, PIPOX, 158.900, 31.700, 36.500, 153.200
HGF, HGF, 5.800, 1.600, 4.400, 13.100
EPHB4, EPHB4, 122.800, 40.100, 88.500, 450.100
SOX18, SOX18, 18.700, 19.100, 6.400, 736.600
C4orf46, C4orf46, 2982.600, 928.000, 2178.900, 5270.100
SERPINA10, SERPINA10, 3.900, 6.000, 9.000, 15.100
INSIG1, INSIG1, 434.200, 188.700, 138.300, 517.700
AK022219, AK022219, 18.800, 4.000, 5.700, 37.800
SYNGR1, SYNGR1, 208.800, 23.700, 87.100, 117.900
TEX15, TEX15, 109.300, 36.300, 43.000, 148.400
REEP2, REEP2, 28.200, 11.000, 24.400, 51.600
CDK3, CDK3, 237.600, 62.400, 14.900, 82.600
HSPA12A, HSPA12A, 17.100, 1.900, 3.400, 8.200
REPIN1, REPIN1, 732.500, 248.700, 300.300, 528.200
ARL8B, ARL8B, 1966.700, 374.300, 695.000, 2290.800
PDE4A, PDE4A, 11.600, 1.500, 5.500, 26.000
CAPZB, CAPZB, 6023.100, 757.000, 1019.600, 3591.100
SATB1, SATB1, 1579.600, 216.100, 6.400, 559.600
PPM1D, PPM1D, 1077.700, 74.100, 76.900, 492.400
VPS45, VPS45, 352.000, 95.600, 133.800, 504.700
TP53BP2, TP53BP2, 478.800, 67.600, 112.300, 190.800
GINS2, GINS2, 26.000, 79.700, 512.100, 669.300
CYP1B1, CYP1B1, 1851.300, 18.000, 145.900, 425.600
CACNA1G, CACNA1G, 58.100, 4.700, 15.600, 40.200
VGLL4, VGLL4, 278.100, 68.400, 57.300, 1113.700
XYLT1, XYLT1, 427.000, 78.300, 18.500, 147.200
ZNF440, ZNF440, 36.500, 19.100, 22.000, 38.300
BRWD1, BRWD1, 84.100, 10.900, 15.700, 58.800
ROS1, ROS1, 72.900, 6.700, 44.900, 92.500
BMP8B, BMP8B, 54.400, 25.300, 15.100, 35.900
SLC5A4, SLC5A4, 144.800, 24.200, 10.700, 28.400
SLC6A3, SLC6A3, 20.800, 15.900, 90.100, 114.500
C16orf53, C16orf53, 73.600, 66.900, 151.200, 388.800
APC2, APC2, 4.800, 1.700, 5.000, 11.100
PPIP5K1, PPIP5K1, 18.300, 68.600, 47.600, 170.900
GOLPH3L, GOLPH3L, 152.500, 406.100, 199.100, 719.400
ZBTB17, ZBTB17, 409.300, 76.200, 137.800, 281.600
C6orf54, C6orf54, 5.300, 0.300, 0.800, 3.100
SLC19A2, SLC19A2, 60.400, 27.200, 71.900, 36.900
C6orf134, C6orf134, 334.300, 86.200, 99.600, 247.800
C9, C9, 29.100, 1.600, 2.300, 17.800
ZBED5, ZBED5, 1256.000, 159.500, 198.600, 518.400
PVR, PVR, 272.500, 56.200, 205.800, 301.000
AP1AR, AP1AR, 112.700, 77.800, 55.100, 152.100
ARTN, ARTN, 96.900, 3.500, 12.100, 46.500
LTA4H, LTA4H, 16038.900, 441.600, 564.700, 4429.300
MAGEA4, MAGEA4, 29.700, 11.300, 15.600, 36.300
IFIT3, IFIT3, 665.000, 94.000, 707.300, 352.000
PDE3B, PDE3B, 134.000, 12.800, 10.300, 35.400
GNRH2, GNRH2, 87.000, 37.700, 14.400, 127.900
STEAP1, STEAP1, 49.000, 77.000, 83.800, 1060.200
RPL39L, RPL39L, 5.000, 4.400, 347.100, 201.700
PGK1, PGK1, 230.500, 30.600, 31.300, 111.000
CCL13, CCL13, 40.900, 4.700, 6.500, 18.700
PPPDE1, PPPDE1, 358.900, 16.100, 124.000, 814.700
RLF, RLF, 895.800, 84.900, 129.200, 315.600
MLXIP, MLXIP, 15.500, 24.900, 2.700, 10.600
PLOD1, PLOD1, 607.300, 74.200, 394.100, 942.400
KHNYN, KHNYN, 628.200, 158.500, 20.400, 197.400
MTFR1, MTFR1, 84.300, 41.600, 232.500, 245.800
NPDC1, NPDC1, 159.800, 112.300, 112.500, 1950.600
RRN3, RRN3, 134.400, 49.100, 164.500, 286.100
C11orf16, C11orf16, 21.800, 8.700, 12.400, 29.900
GPAA1, GPAA1, 1193.900, 308.600, 425.800, 974.800
C3orf14, C3orf14, 74.400, 38.300, 836.600, 218.000
TEX264, TEX264, 122.800, 63.500, 142.800, 164.200
NCRNA00105, NCRNA00105, 9.000, 2.200, 2.100, 5.900
C22orf28, C22orf28, 767.300, 479.900, 549.300, 1658.800
RYR3, RYR3, 100.900, 15.900, 21.200, 29.200
VAMP2, VAMP2, 274.800, 67.400, 53.700, 121.900
XPNPEP2, XPNPEP2, 6.900, 1019.000, 47.500, 41.100
PDE6A, PDE6A, 109.900, 37.100, 47.800, 95.300
SUPV3L1, SUPV3L1, 126.900, 81.900, 248.200, 516.300
FIBP, FIBP, 947.800, 243.000, 698.200, 1830.100
NBAS, NBAS, 281.600, 131.200, 184.100, 602.200
SPIB, SPIB, 106.000, 253.700, 23.000, 83.000
TBCB, TBCB, 1296.400, 171.300, 790.000, 1605.800
DHCR24, DHCR24, 216.000, 391.500, 711.300, 1589.300
ADRA2C, ADRA2C, 77.500, 11.700, 3.600, 44.900
MEF2D, MEF2D, 269.900, 34.200, 33.500, 116.800
CNPY2, CNPY2, 158.500, 41.100, 126.400, 337.100
MYO1B, MYO1B, 6.000, 1.400, 8.400, 64.800
VAMP8, VAMP8, 2850.500, 711.100, 60.200, 551.400
ANKRA2, ANKRA2, 501.100, 98.300, 175.000, 374.100
TLX3, TLX3, 4.800, 11.900, 31.900, 9.700
PANX1, PANX1, 187.200, 59.500, 107.000, 106.700
C5orf45, C5orf45, 155.100, 27.800, 97.000, 31.400
RCBTB1, RCBTB1, 452.400, 24.900, 100.100, 157.700
LOC390998, LOC390998, 123.200, 18.200, 46.400, 109.300
FGL2, FGL2, 8563.100, 218.200, 8.000, 38.300
CEP70, CEP70, 180.200, 35.900, 51.400, 97.300
WASL, WASL, 24.000, 28.400, 53.300, 25.600
FAM178A, FAM178A, 233.300, 54.800, 180.000, 462.900
DCHS2, DCHS2, 15.400, 4.000, 4.600, 24.200
RNF25, RNF25, 36.700, 6.000, 66.400, 108.600
CYBA, CYBA, 11880.000, 451.900, 557.400, 823.200
SOS1, SOS1, 491.500, 108.100, 117.200, 169.900
ARHGAP11A, ARHGAP11A, 9.000, 10.700, 28.200, 80.500
PLAU, PLAU, 112.900, 50.000, 113.900, 107.900
MPZL2, MPZL2, 97.500, 37.300, 5.300, 91.900
MATK, MATK, 152.100, 26.400, 13.500, 45.300
EHF, EHF, 17.800, 44.100, 1.800, 5.100
CTNND2, CTNND2, 117.300, 6.000, 14.800, 48.300
PTEN, PTEN, 74.600, 3.300, 4.600, 49.000
ANXA1, ANXA1, 6603.000, 133.500, 1216.500, 3053.900
AFF1, AFF1, 224.800, 28.700, 87.000, 211.600
ZNF189, ZNF189, 412.200, 48.300, 149.500, 941.100
C1R, C1R, 78.100, 190.800, 410.500, 128.200
SUSD5, SUSD5, 10.600, 4.600, 13.700, 32.600
SLC28A3, SLC28A3, 191.500, 42.400, 51.300, 108.600
GUCY1A3, GUCY1A3, 325.700, 61.100, 23.700, 934.700
TRIM39R, TRIM39R, 349.700, 144.700, 394.000, 665.400
RASSF7, RASSF7, 984.000, 377.900, 518.100, 1047.900
KIR2DL2, KIR2DL2, 61.300, 12.900, 9.000, 18.100
SETD2, SETD2, 104.400, 14.200, 38.600, 113.500
ROGDI, ROGDI, 1049.000, 114.600, 133.700, 230.600
AV742010, AV742010, 67.100, 9.000, 3.500, 38.200
RPS14P3, RPS14P3, 1749.700, 476.700, 1372.200, 4085.600
C20orf195, C20orf195, 11.900, 3.000, 34.200, 14.100
TICAM1, TICAM1, 162.200, 60.000, 24.600, 130.100
UGGT1, UGGT1, 392.300, 45.700, 116.400, 440.900
PACSIN2, PACSIN2, 8191.600, 546.300, 535.200, 1976.900
PRKCDBP, PRKCDBP, 63.300, 54.700, 167.000, 499.700
SERPINB5, SERPINB5, 7.900, 124.400, 3.700, 10.400
ACOT1, ACOT1, 61.200, 81.300, 59.400, 167.500
TFDP3, TFDP3, 13.800, 2.600, 3.100, 12.500
PLCB2, PLCB2, 47.600, 2.000, 7.900, 22.800
RFX5, RFX5, 364.200, 125.200, 264.200, 212.500
TXNDC15, TXNDC15, 635.100, 129.100, 411.300, 813.200
TMEM204, TMEM204, 397.400, 103.900, 57.000, 448.300
PTPN18, PTPN18, 856.900, 269.200, 129.300, 211.700
HLTF, HLTF, 287.300, 73.200, 668.600, 897.500
C17orf91, C17orf91, 569.400, 231.000, 33.200, 439.200
PKP1, PKP1, 10.600, 2.300, 5.000, 13.400
NDUFA6, NDUFA6, 1039.600, 450.200, 746.200, 1912.200
KCNF1, KCNF1, 22.600, 2.800, 6.700, 113.200
HMG20B, HMG20B, 112.800, 25.600, 20.200, 13.700
SYNE2, SYNE2, 869.700, 175.000, 69.800, 275.500
NDUFAF3, NDUFAF3, 345.400, 109.800, 753.900, 845.800
SLC22A4, SLC22A4, 2071.600, 116.700, 143.500, 1953.300
VCPIP1, VCPIP1, 249.600, 3.100, 6.200, 32.100
NETO2, NETO2, 144.300, 48.600, 501.100, 407.000
SQRDL, SQRDL, 5677.600, 859.300, 323.500, 239.900
BAI3, BAI3, 6.200, 6.400, 0.400, 19.600
GALK1, GALK1, 59.300, 7.500, 57.800, 43.900
SERPINA6, SERPINA6, 123.800, 16.600, 9.000, 22.300
ASCL3, ASCL3, 196.600, 43.100, 17.800, 63.000
NOSIP, NOSIP, 781.300, 126.500, 316.700, 1366.000
TRIM23, TRIM23, 229.900, 8.100, 82.300, 134.800
FBXL6, FBXL6, 197.400, 107.300, 92.000, 223.100
FABP7, FABP7, 31.400, 18.200, 28.400, 78.100
ARL1, ARL1, 162.200, 121.700, 205.000, 954.500
MAGEC3, MAGEC3, 20.800, 2.700, 12.700, 27.500
CDK5RAP2, CDK5RAP2, 1528.900, 9.000, 157.600, 142.100
KCTD15, KCTD15, 263.500, 35.100, 107.900, 316.800
FSCN2, FSCN2, 2.600, 2.300, 1.000, 2.300
CD1D, CD1D, 1094.800, 103.100, 14.500, 11.300
NGF, NGF, 25.400, 3.400, 79.300, 38.500
EIF3B, EIF3B, 177.500, 88.400, 337.700, 775.700
KIAA0141, KIAA0141, 371.900, 43.200, 159.300, 224.800
BIK, BIK, 172.000, 63.400, 10.000, 17.900
PAX4, PAX4, 52.300, 4.300, 11.900, 17.000
NANOG, NANOG, 10.600, 3.600, 1.800, 5.800
ALOX5, ALOX5, 4847.400, 34.600, 1.500, 4.900
CEP135, CEP135, 26.800, 0.700, 0.300, 18.600
AL137606, AL137606, 8.400, 1.100, 4.200, 8.100
TRIM22, TRIM22, 3052.100, 283.700, 268.100, 1751.400
LYRM2, LYRM2, 137.400, 32.800, 102.600, 427.500
GPR162, GPR162, 26.400, 7.400, 8.300, 355.900
CDH13, CDH13, 3.900, 3.300, 94.300, 589.200
RNASE6, RNASE6, 1306.700, 105.900, 2.500, 4.100
GJA1, GJA1, 45.300, 73.100, 96.500, 1876.200
OR1E1, OR1E1, 41.800, 2.900, 9.800, 17.200
TAS2R10, TAS2R10, 37.400, 1.900, 9.000, 35.600
FASN, FASN, 6.200, 1.000, 1.800, 16.600
GPR116, GPR116, 10.800, 3.500, 3.500, 944.300
MRPS14, MRPS14, 84.900, 32.600, 25.900, 161.800
HMHB1, HMHB1, 86.700, 20.900, 19.000, 75.500
RPL23AP42, RPL23AP42, 19636.600, 6745.900, 10029.000, 34502.600
PHLPP2, PHLPP2, 214.600, 13.300, 86.700, 100.700
TAF7, TAF7, 2560.600, 284.000, 500.300, 2098.000
GK2, GK2, 22.600, 26.700, 51.100, 109.900
ZNF219, ZNF219, 175.400, 80.000, 70.700, 182.400
AMBP, AMBP, 161.500, 18.600, 41.000, 112.500
CD33, CD33, 865.100, 4.500, 5.400, 8.100
AK026856, AK026856, 173.100, 3.100, 12.000, 105.700
RAB3GAP1, RAB3GAP1, 1757.900, 272.000, 528.300, 1756.100
NXPH3, NXPH3, 45.400, 16.000, 90.300, 180.400
FAM164C, FAM164C, 36.100, 5.500, 9.600, 72.000
CROCC, CROCC, 115.800, 12.900, 48.700, 88.700
NM_025042, NM_025042, 273.600, 49.300, 59.900, 204.900
AK025352, AK025352, 20.000, 6.700, 2.400, 52.800
GPX7, GPX7, 170.400, 35.800, 29.000, 192.800
CCBP2, CCBP2, 145.500, 7.200, 24.900, 91.200
TGM2, TGM2, 98.200, 34.700, 51.600, 103.800
STAM, STAM, 385.100, 75.800, 186.100, 326.300
BASP1, BASP1, 20635.600, 427.500, 1735.900, 6323.600
ZNF202, ZNF202, 25.300, 2.500, 7.400, 7.800
ACTL6A, ACTL6A, 111.300, 51.900, 265.300, 826.500
POU3F4, POU3F4, 70.800, 15.400, 25.600, 97.900
ARHGEF7, ARHGEF7, 591.900, 233.200, 171.000, 1193.200
SLC23A2, SLC23A2, 246.200, 38.200, 44.700, 65.300
TBK1, TBK1, 1349.900, 115.900, 194.200, 443.500
CRYM, CRYM, 335.400, 80.200, 43.200, 159.800
PKD2, PKD2, 117.800, 56.400, 61.700, 339.100
STX2, STX2, 292.800, 6.200, 150.700, 374.400
AL049307, AL049307, 152.400, 32.500, 25.100, 151.700
ACTL7B, ACTL7B, 26.100, 29.200, 5.300, 30.100
NR1H3, NR1H3, 164.700, 128.200, 97.700, 169.000
MPPE1, MPPE1, 9.700, 2.100, 15.800, 42.500
C7orf69, C7orf69, 8.200, 2.700, 3.100, 12.400
ZNF277, ZNF277, 331.400, 33.000, 121.300, 193.800
CLCN6, CLCN6, 226.900, 54.600, 46.900, 38.900
C16orf59, C16orf59, 15.200, 9.600, 164.900, 12.800
SQSTM1, SQSTM1, 28.000, 2.600, 7.900, 9.500
AADAC, AADAC, 22.900, 474.600, 4.300, 18.900
TCP10, TCP10, 112.500, 24.000, 32.400, 32.600
BIN3, BIN3, 1063.200, 169.800, 154.100, 927.200
CCL3L3, CCL3L3, 296.700, 15.000, 42.800, 53.300
DEFA4, DEFA4, 301.000, 32.400, 19.500, 85.800
HPS6, HPS6, 404.800, 107.500, 178.900, 404.000
ZNF197, ZNF197, 113.700, 43.800, 50.300, 119.500
MAN2A2, MAN2A2, 814.900, 35.900, 23.500, 65.700
PTOV1, PTOV1, 48.700, 125.700, 119.800, 1636.300
KCND1, KCND1, 101.100, 3.900, 7.700, 90.000
RNF208, RNF208, 163.000, 25.100, 69.800, 179.400
PTPN11, PTPN11, 1098.000, 166.000, 854.400, 1020.500
ZNF274, ZNF274, 1002.700, 155.100, 279.300, 502.600
C7orf26, C7orf26, 945.700, 122.100, 213.100, 515.500
ATF3, ATF3, 142.200, 68.700, 283.600, 204.400
TRDN, TRDN, 3.700, 1.300, 0.700, 2.100
AA427737, AA427737, 30.300, 15.600, 7.300, 28.000
UCHL1, UCHL1, 101.000, 51.100, 434.100, 2903.700
AF035278, AF035278, 309.000, 34.200, 45.600, 186.200
APOL6, APOL6, 78.000, 127.800, 110.200, 180.900
PLK1, PLK1, 52.300, 47.600, 240.300, 374.300
NPHP1, NPHP1, 35.100, 6.000, 5.400, 79.600
DAB1, DAB1, 14.200, 44.100, 4.300, 14.100
MLL, MLL, 24.900, 8.700, 13.100, 154.600
SYT2, SYT2, 141.600, 65.800, 41.100, 93.600
DDX47, DDX47, 772.000, 165.400, 678.400, 1447.600
ATP8B2, ATP8B2, 201.400, 13.200, 63.700, 246.900
ANXA13, ANXA13, 24.100, 123.000, 8.000, 10.900
RFTN1, RFTN1, 641.700, 298.300, 165.400, 1830.100
AL110190, AL110190, 99.300, 15.400, 11.300, 46.000
TAPBPL, TAPBPL, 614.600, 100.700, 47.600, 201.600
BTG1, BTG1, 6391.700, 485.900, 260.500, 1290.500
KLHL23, KLHL23, 3.700, 0.500, 9.500, 28.600
GUSBP3, GUSBP3, 965.900, 2.300, 2.500, 77.900
DPP4, DPP4, 53.200, 324.800, 2.200, 50.500
APOC3, APOC3, 24.300, 1875.000, 6.500, 15.500
NPPB, NPPB, 43.500, 15.100, 2.400, 34.300
KIAA0894, KIAA0894, 1032.400, 116.500, 251.000, 806.100
ZNF148, ZNF148, 903.300, 52.900, 178.000, 1091.900
CNOT4, CNOT4, 68.100, 1.500, 21.600, 46.600
HIST1H3I, HIST1H3I, 26.600, 3.600, 3.600, 56.000
IKZF1, IKZF1, 185.800, 11.200, 2.500, 43.500
ZNF141, ZNF141, 11.800, 12.500, 19.600, 24.300
PSMC2, PSMC2, 989.100, 352.200, 1089.300, 3887.500
APEH, APEH, 387.800, 198.600, 393.100, 312.700
GGA3, GGA3, 373.000, 44.900, 88.500, 195.000
OR2J2, OR2J2, 10.100, 2.700, 3.900, 12.200
KCNA2, KCNA2, 70.900, 2.200, 5.000, 16.000
TMEM159, TMEM159, 306.400, 33.900, 123.000, 260.300
LPGAT1, LPGAT1, 3447.600, 190.500, 135.700, 290.400
PCYT1A, PCYT1A, 102.400, 3.900, 1.900, 84.800
BRMS1, BRMS1, 909.000, 137.600, 312.800, 893.200
CHST1, CHST1, 93.800, 23.700, 34.000, 2363.600
THOC2, THOC2, 500.600, 47.700, 80.500, 451.300
LGALS1, LGALS1, 5694.200, 269.300, 3470.600, 22212.200
TAF1B, TAF1B, 22.000, 2.300, 78.000, 150.300
GPR173, GPR173, 117.400, 20.600, 48.100, 129.500
CASP10, CASP10, 198.000, 63.700, 45.500, 85.100
COL15A1, COL15A1, 76.000, 76.000, 10.200, 37.200
ALK, ALK, 125.900, 19.200, 39.000, 102.300
GAN, GAN, 68.000, 2.100, 12.100, 35.700
EXOC6B, EXOC6B, 12.000, 15.700, 15.600, 104.300
PCMT1, PCMT1, 2169.700, 135.100, 724.700, 1971.700
VAMP1, VAMP1, 753.100, 80.500, 52.700, 148.100
HDAC5, HDAC5, 335.300, 77.800, 124.700, 153.100
SRI, SRI, 2446.200, 1670.500, 1152.400, 1494.300
HLA-E, HLA-E, 11660.800, 677.600, 537.900, 1342.400
SLC25A32, SLC25A32, 170.300, 50.900, 137.800, 906.400
FLT3LG, FLT3LG, 73.600, 4.200, 4.200, 24.500
GON4L, GON4L, 169.500, 32.800, 32.300, 47.300
WDR1, WDR1, 130.600, 18.200, 24.200, 84.600
ATP1B1, ATP1B1, 231.700, 1523.900, 424.900, 1878.200
SGPL1, SGPL1, 554.600, 196.500, 259.300, 299.900
AFG3L2, AFG3L2, 221.500, 213.500, 328.000, 432.400
C5orf15, C5orf15, 799.400, 310.500, 441.700, 730.300
SWAP70, SWAP70, 142.100, 36.400, 51.400, 30.100
TMEM222, TMEM222, 651.500, 205.900, 452.000, 862.100
TRIM31, TRIM31, 77.700, 54.000, 26.200, 15.100
LILRB4, LILRB4, 124.600, 18.100, 18.900, 71.400
GSTA4, GSTA4, 256.700, 199.100, 405.100, 1081.900
ARNT, ARNT, 50.700, 3.900, 95.400, 136.900
UBA7, UBA7, 728.900, 228.400, 6.200, 222.500
CDKN1B, CDKN1B, 3686.500, 179.800, 351.600, 798.300
FOXC1, FOXC1, 149.400, 8.000, 21.500, 3402.100
SEMA3A, SEMA3A, 92.000, 16.200, 42.200, 145.800
USP49, USP49, 14.900, 10.700, 1.700, 20.300
BTRC, BTRC, 25.100, 5.700, 4.700, 42.000
LSM14A, LSM14A, 664.400, 124.800, 292.000, 734.000
IQCH, IQCH, 12.500, 4.500, 1.300, 10.900
STEAP3, STEAP3, 297.300, 115.200, 178.000, 450.800
YEATS2, YEATS2, 387.200, 40.300, 156.700, 296.800
CABP5, CABP5, 26.100, 9.900, 15.500, 15.800
TRIM3, TRIM3, 237.000, 77.200, 64.000, 222.900
FGG, FGG, 90.800, 13.100, 21.900, 10.300
ABCA1, ABCA1, 93.300, 23.200, 17.700, 10.600
PLSCR2, PLSCR2, 98.600, 12.400, 30.000, 58.000
NM_016414, NM_016414, 111.000, 24.200, 28.500, 53.400
JTB, JTB, 6869.000, 1340.300, 1460.500, 6396.600
PQBP1, PQBP1, 339.500, 102.200, 458.000, 658.400
CLEC2B, CLEC2B, 6545.800, 90.000, 23.900, 307.400
EDC3, EDC3, 102.300, 23.200, 169.100, 308.700
REST, REST, 47.700, 8.600, 14.300, 43.100
THBS3, THBS3, 420.500, 63.800, 39.500, 68.000
DNAH6, DNAH6, 45.300, 11.600, 13.900, 31.100
GMCL1, GMCL1, 554.800, 45.500, 108.900, 208.500
MGAT5, MGAT5, 18.600, 4.200, 12.800, 32.200
TSPAN8, TSPAN8, 70.300, 2892.000, 25.400, 263.100
DYNLT1, DYNLT1, 6151.700, 709.700, 1275.200, 1129.800
MUC1, MUC1, 10.800, 157.800, 6.900, 10.600
IGSF1, IGSF1, 50.300, 28.800, 64.700, 76.800
TMEM143, TMEM143, 141.200, 2.700, 22.100, 38.100
TEAD3, TEAD3, 52.800, 85.300, 82.600, 87.500
C2orf27A, C2orf27A, 91.900, 26.600, 61.900, 123.600
NM_018505, NM_018505, 59.700, 4.500, 6.800, 65.400
ATP13A3, ATP13A3, 183.800, 45.100, 200.400, 270.200
C3AR1, C3AR1, 4762.100, 60.800, 21.200, 27.400
STOML1, STOML1, 192.300, 63.800, 61.600, 133.500
EFNA4, EFNA4, 89.800, 47.200, 59.300, 191.500
HAO1, HAO1, 20.100, 3.700, 10.300, 17.600
USP24, USP24, 285.200, 60.100, 72.900, 111.000
TWF1, TWF1, 10.900, 18.600, 62.000, 85.800
MRPS17, MRPS17, 150.300, 105.800, 518.200, 1098.300
MYH9, MYH9, 4592.400, 495.900, 729.000, 4801.200
C9orf9, C9orf9, 219.000, 22.000, 82.700, 179.900
LBP, LBP, 9.800, 1.300, 1.700, 7.000
FSCN3, FSCN3, 216.200, 42.900, 45.300, 194.300
BDKRB2, BDKRB2, 10.000, 98.900, 9.600, 223.600
SEC31B, SEC31B, 46.700, 50.400, 10.200, 22.700
HSD17B4, HSD17B4, 857.200, 341.600, 307.700, 693.000
IDH2, IDH2, 428.900, 423.400, 465.700, 1220.500
SFRS16, SFRS16, 1180.800, 216.900, 227.100, 507.800
AICDA, AICDA, 46.400, 29.400, 16.100, 28.000
RAP1GAP, RAP1GAP, 102.800, 9.200, 32.100, 31.400
C1orf56, C1orf56, 615.000, 9.300, 16.400, 119.300
DCLK1, DCLK1, 54.400, 6.100, 9.200, 36.900
MEF2A, MEF2A, 359.600, 18.300, 50.500, 425.000
NOP2, NOP2, 446.600, 188.800, 458.700, 680.800
